PassengerId,Survived,Sex,Age,Parch,Fare,Name_length,Has_Cabin,FamilySize,IsAlone,Pclass_1,Pclass_2,Pclass_3,Royalty,Officer,Miss,Mrs,Mr,Master,Embarked_S,Embarked_C,Embarked_Q,Cabin_A,Cabin_B,Cabin_C,Cabin_D,Cabin_E,Cabin_F,Cabin_G,Cabin_U
228,0,1,1,0,0,31,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
229,0,1,1,0,1,25,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
230,0,0,1,1,2,23,0,5,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
231,1,0,2,0,3,44,1,2,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
232,0,1,1,0,0,24,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
233,0,1,3,0,1,25,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
234,1,0,0,2,3,30,0,7,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
235,0,1,1,0,1,33,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
236,0,0,2,0,0,28,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
237,0,1,2,0,2,17,0,2,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
238,1,0,0,2,2,32,0,3,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
239,0,1,1,0,1,31,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
240,0,1,2,0,1,22,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
241,0,0,2,0,2,21,0,2,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
242,1,0,2,0,2,30,0,2,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
243,0,1,1,0,1,31,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
244,0,1,1,0,0,29,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
245,0,1,1,0,0,20,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
246,0,1,2,0,3,27,1,3,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
247,0,0,1,0,0,37,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
248,1,0,1,2,2,31,0,3,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
249,1,1,2,1,3,29,1,3,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
250,0,1,3,0,2,29,0,2,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
251,0,1,1,0,0,22,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
252,0,0,1,1,1,42,1,3,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
253,0,1,3,0,2,25,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
254,0,1,1,0,2,24,0,2,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
255,0,0,2,2,2,40,0,3,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
256,1,0,1,2,2,39,0,3,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
257,1,0,1,0,3,30,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
258,1,0,1,0,3,20,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
259,1,0,2,0,3,16,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
260,1,0,3,1,2,27,0,2,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
261,0,1,0,0,0,17,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
262,1,1,0,2,3,33,0,7,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
263,0,1,3,1,3,17,1,3,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
264,0,1,2,0,0,21,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
265,0,0,1,0,0,18,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
266,0,1,2,0,1,17,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
267,0,1,0,1,3,25,0,6,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
268,1,1,1,0,0,24,0,2,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
269,1,0,3,1,3,45,1,2,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
270,1,0,2,0,3,22,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
271,0,1,1,0,2,21,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
272,1,1,1,0,0,28,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
273,1,0,2,1,2,41,0,2,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
274,0,1,2,1,2,21,1,2,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
275,1,0,1,0,0,26,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
276,1,0,3,0,3,33,1,2,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
277,0,0,2,0,0,33,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
278,0,1,1,0,0,27,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
279,0,1,0,1,2,18,0,6,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
280,1,0,2,1,2,32,0,3,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
281,0,1,5,0,0,16,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
282,0,1,1,0,0,32,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
283,0,1,0,0,1,25,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
284,1,1,1,0,1,26,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
285,0,1,2,0,2,26,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0
286,0,1,2,0,1,19,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
287,1,1,1,0,1,23,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
288,0,1,1,0,0,20,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
289,1,1,2,0,1,20,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
290,1,0,1,0,0,20,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
291,1,0,1,0,3,28,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
292,1,0,1,0,3,39,1,2,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
293,0,1,2,0,1,22,1,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
294,0,0,1,0,1,19,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
295,0,1,1,0,0,16,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
296,0,1,1,0,2,17,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
297,0,1,1,0,0,18,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
298,0,0,0,2,3,28,1,4,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
299,1,1,2,0,2,21,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
300,1,0,3,1,3,47,1,2,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
301,1,0,2,0,0,40,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
302,1,1,1,0,2,18,0,3,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
303,0,1,1,0,0,31,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
304,1,0,2,0,1,19,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
305,0,1,2,0,1,33,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
306,1,1,0,2,3,30,1,4,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
307,1,0,0,0,3,23,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
308,1,0,1,0,3,82,1,2,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
309,0,1,1,0,2,19,0,2,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
310,1,0,1,0,3,30,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
311,1,0,1,0,3,30,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
312,1,0,1,2,3,26,1,5,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
313,0,0,1,1,2,37,0,3,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
314,0,1,1,0,0,22,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
315,0,1,2,1,2,18,0,3,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
316,1,0,1,0,0,31,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
317,1,0,1,0,2,35,0,2,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
318,0,1,3,0,1,20,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
319,1,0,1,2,3,24,1,3,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
320,1,0,2,1,3,56,1,3,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
321,0,1,1,0,0,18,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
322,0,1,1,0,0,16,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
323,1,0,1,0,1,25,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
324,1,0,1,1,2,51,0,3,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
325,0,1,2,2,3,24,0,11,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
326,1,0,2,0,3,24,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
327,0,1,3,0,0,25,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
328,1,0,2,0,1,23,1,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
329,1,0,1,1,2,46,0,3,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
330,1,0,0,1,3,28,1,2,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
331,1,0,1,0,2,18,0,3,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
332,0,1,2,0,2,19,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
333,0,1,2,1,3,25,1,2,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
334,0,1,0,0,2,31,0,3,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
335,1,0,2,0,3,50,0,2,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
336,0,1,2,0,0,18,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
337,0,1,1,0,3,25,1,2,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
338,1,0,2,0,3,31,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
339,1,1,2,0,1,21,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
340,0,1,2,0,3,28,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
341,1,1,0,1,2,30,1,3,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0
342,1,0,1,2,3,30,1,6,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
343,0,1,1,0,1,26,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
344,0,1,1,0,1,42,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
345,0,1,2,0,1,23,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
346,1,0,1,0,1,29,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
347,1,0,2,0,1,25,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
348,1,0,1,0,2,41,0,2,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
349,1,1,0,1,2,38,0,3,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
350,0,1,2,0,1,16,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
351,0,1,1,0,1,22,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
352,0,1,2,0,3,38,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
353,0,1,0,1,0,18,0,3,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
354,0,1,1,0,2,25,0,2,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
355,0,1,1,0,0,17,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
356,0,1,1,0,1,27,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
357,1,0,1,1,3,27,1,2,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
358,0,0,2,0,1,25,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
359,1,0,2,0,0,20,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
360,1,0,1,0,0,33,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
361,0,1,2,4,2,18,0,6,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
362,0,1,1,0,2,25,0,2,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
363,0,0,2,1,2,31,0,2,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
364,0,1,2,0,0,15,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
365,0,1,2,0,2,19,0,2,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
366,0,1,1,0,0,30,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
367,1,0,3,0,3,48,1,2,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
368,1,0,1,0,0,30,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
369,1,0,2,0,0,19,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
370,1,0,1,0,3,29,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
371,1,1,1,0,3,27,1,2,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
372,0,1,1,0,0,25,0,2,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
373,0,1,1,0,1,26,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
374,0,1,1,0,3,19,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
375,0,0,0,1,2,26,0,5,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
376,1,0,0,0,3,37,0,2,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
377,1,0,1,0,0,31,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
378,0,1,1,2,3,25,1,3,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
379,0,1,1,0,0,19,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
380,0,1,1,0,0,27,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
381,1,0,2,0,3,21,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
382,1,0,0,2,2,27,0,3,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
383,0,1,1,0,1,18,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
384,1,0,2,0,3,51,0,2,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
385,0,1,1,0,0,22,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
386,0,1,1,0,3,25,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
387,0,1,0,2,3,31,0,8,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
388,1,0,2,0,1,16,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
389,0,1,1,0,0,20,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
390,1,0,1,0,1,21,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
391,1,1,2,2,3,26,1,4,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
392,1,1,1,0,0,22,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
393,0,1,1,0,1,28,0,3,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
394,1,0,1,0,3,22,1,2,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
395,1,0,1,2,2,51,1,3,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
396,0,1,1,0,0,19,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
397,0,0,1,0,0,19,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
398,0,1,2,0,2,23,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
399,0,1,1,0,1,16,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
400,1,0,1,0,1,32,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
401,1,1,2,0,1,18,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
402,0,1,1,0,1,15,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
403,0,0,1,0,1,24,0,2,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
404,0,1,1,0,2,30,0,2,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
405,0,0,1,0,1,23,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
406,0,1,2,0,2,18,0,2,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
407,0,1,3,0,0,32,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
408,1,1,0,1,2,30,0,3,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
409,0,1,1,0,0,33,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
410,0,0,2,1,2,18,0,5,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
411,0,1,2,0,0,18,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
412,0,1,2,0,0,15,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
413,1,0,2,0,3,22,1,2,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
414,0,1,2,0,0,30,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
415,1,1,2,0,1,25,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
416,0,0,1,0,1,39,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
417,1,0,2,1,3,47,0,3,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
418,1,0,1,2,1,29,0,3,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
419,0,1,1,0,1,26,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
420,0,0,0,2,2,25,0,3,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
421,0,1,2,0,0,22,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
422,0,1,1,0,0,19,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
423,0,1,1,0,0,18,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
424,0,0,1,1,1,54,0,3,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
425,0,1,1,1,2,27,0,3,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
426,0,1,2,0,0,22,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
427,1,0,1,0,2,43,0,2,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
428,1,0,1,0,2,67,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
429,0,1,1,0,0,16,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
430,1,1,1,0,1,34,1,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
431,1,1,1,0,2,41,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
432,1,0,2,0,2,49,0,2,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
433,1,0,2,0,2,51,0,2,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
434,0,1,1,0,0,26,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
435,0,1,3,0,3,25,1,2,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
436,1,0,0,2,3,25,1,4,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
437,0,0,1,2,3,36,0,5,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
438,1,0,1,3,2,37,0,6,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
439,0,1,3,4,3,17,1,6,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
440,0,1,1,0,1,38,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
441,1,0,2,1,2,43,0,3,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
442,0,1,1,0,1,15,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
443,0,1,1,0,0,25,0,2,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
444,1,0,1,0,1,25,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
445,1,1,1,0,1,33,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
446,1,1,0,2,3,25,1,3,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0
447,1,0,0,1,2,33,0,2,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
448,1,1,2,0,2,27,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
449,1,0,0,1,2,30,0,4,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
450,1,1,3,0,2,30,1,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
451,0,1,2,2,2,21,0,4,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
452,0,1,1,0,2,31,0,2,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
453,0,1,1,0,2,31,1,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
454,1,1,3,0,3,24,1,2,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
455,0,1,1,0,1,19,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
456,1,1,1,0,0,18,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
457,0,1,5,0,2,25,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
